FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,SigStrikesLandedPerMinute,SigStrikeAccuracy,TakedownAverage,SubmissionAverage,KnockoutPercentage,TechnicalKnockoutPercentage,DecisionPercentage
140000013,Donald,Cerrone,Cowboy,Lightweight,1983-03-29T00:00:00,73.0,170.0,73.0,36,16,0,1,3,2,5,0,0,1,0,1.4,27.3,0.4,0.4,10.3,10.3,5.1
140001008,Jared,Gooden,Nite Train,Welterweight,1993-12-05T00:00:00,72.0,174.0,77.0,18,7,0,0,7,1,5,0,0,1,0,4.3,47.2,0.5,0.0,3.3,3.3,0.0
140000134,Cody,Stamann,The Spartan,Bantamweight,1989-11-09T00:00:00,66.0,135.0,64.0,19,4,1,0,10,0,6,3,0,0,0,11.2,92.3,7.8,0.0,0.0,0.0,34.8
140000573,Ben,Sosoli,Combat Wombat,Heavyweight,1989-12-10T00:00:00,72.0,264.0,72.5,7,3,0,2,15,2,0,0,0,0,0,5.7,49.2,0.0,0.0,0.0,0.0,0.0
140000107,Veronica,Macedo,,Women's Flyweight,1995-10-30T00:00:00,64.0,135.0,64.0,6,4,1,0,0,0,0,0,0,0,0,0.5,16.1,0.1,0.1,0.0,0.0,0.0
140000976,Cody,Durden,,Bantamweight,1991-03-29T00:00:00,67.0,125.0,67.0,11,3,1,0,1,0,1,0,0,0,0,0.7,25.8,0.8,0.2,0.0,0.0,0.0
140001072,Stephanie,Frausto,Lil' Bovy,Women's Strawweight,1990-09-20T00:00:00,62.0,115.0,61.0,8,7,0,0,5,3,3,2,0,0,0,,,,,0.0,0.0,0.0
140000551,Shana,Dobson,Danger,Women's Flyweight,1989-03-30T00:00:00,66.0,126.0,69.0,4,5,0,0,0,0,0,0,0,0,0,0.6,20.5,0.2,0.0,4.1,4.1,0.0
140000939,Aaron,Phillips,The Dragon,Bantamweight,1989-08-05T00:00:00,69.0,135.0,71.0,12,4,0,0,14,2,5,2,0,0,0,3.7,120.7,0.0,0.9,0.0,0.0,0.0
140000170,Elizeu,Zaleski dos Santos,Capoeira,Welterweight,1986-12-11T00:00:00,71.0,170.0,73.0,23,7,0,0,5,0,1,1,0,0,0,1.8,27.4,0.2,0.2,3.8,3.8,10.3
140000530,Omar,Morales,Venezuelan Fighter,Lightweight,1985-10-17T00:00:00,71.0,145.0,73.0,11,2,0,0,1,0,4,1,0,0,0,2.5,36.3,0.4,0.0,5.7,5.7,19.9
140000209,Bryce,Mitchell,Thug Nasty,Featherweight,1994-10-04T00:00:00,70.0,145.0,70.0,14,1,0,0,0,0,1,0,0,0,0,0.2,17.8,0.2,0.2,0.0,0.0,1.8
140000004,Belal,Muhammad,Remember the Name,Welterweight,1988-07-09T00:00:00,71.0,170.0,72.0,19,3,0,1,5,1,1,0,1,0,0,6.2,58.0,2.4,0.2,5.8,5.8,40.2
140000441,Claudia,Gadelha,Claudinha,Women's Strawweight,1988-12-07T00:00:00,64.0,115.0,63.0,18,5,0,0,6,0,12,0,0,3,0,9.5,86.1,8.7,1.9,0.0,0.0,44.1
140000279,Krzysztof,Jotko,,Middleweight,1989-08-19T00:00:00,73.0,185.0,77.0,23,5,0,0,4,1,1,1,0,0,0,2.1,47.1,0.8,0.1,2.5,2.5,27.0
140000616,Jack,Shore,Tank,Bantamweight,1995-02-06T00:00:00,68.0,136.0,71.0,15,0,0,0,6,0,12,0,3,0,0,6.0,76.9,6.6,1.3,0.0,0.0,16.2
140000253,Montel,Jackson,Quik,Bantamweight,1992-04-24T00:00:00,70.0,136.0,75.5,11,2,0,0,1,0,0,0,0,0,0,0.6,27.6,0.7,0.1,2.7,2.7,4.1
140000889,Nate,Landwehr,The Train,Featherweight,1988-06-06T00:00:00,69.0,145.0,72.0,15,4,0,0,2,1,0,0,1,0,0,2.0,30.9,0.1,0.3,0.0,0.0,1.6
140000009,Alonzo,Menifield,Atomic,Light Heavyweight,1987-10-18T00:00:00,72.0,204.0,76.0,11,2,0,0,2,0,0,0,0,0,0,0.8,25.1,0.1,0.1,10.3,10.3,1.5
140000604,Uriah,Hall,Prime Time,Middleweight,1984-07-31T00:00:00,72.0,185.0,79.5,18,10,0,0,15,4,1,0,2,2,0,3.8,55.3,0.6,0.2,22.3,22.3,7.7
140000043,Johnny,Walker,,Light Heavyweight,1992-03-30T00:00:00,78.0,205.0,82.0,18,6,0,0,17,4,3,1,0,0,0,4.4,75.2,0.3,0.9,18.9,18.9,5.4
140000500,Hakeem,Dawodu,Mean,Featherweight,1991-07-02T00:00:00,68.0,145.0,73.5,12,2,1,0,11,0,0,2,0,0,0,11.8,77.5,0.0,0.0,10.5,10.5,42.1
140000294,Gilbert,Burns,Durinho,Welterweight,1986-07-20T00:00:00,70.0,170.0,71.0,20,4,0,0,3,1,4,0,0,1,0,1.6,40.6,1.1,0.3,6.6,6.6,18.2
140000738,Ramazan,Emeev,Gorets,Welterweight,1987-05-23T00:00:00,70.0,170.0,76.0,20,5,0,0,1,0,3,0,2,0,0,1.1,37.4,1.0,0.3,0.0,0.0,13.4
140000182,Joe,Duffy,Irish,Lightweight,1988-02-18T00:00:00,70.0,155.0,73.0,16,5,0,0,9,2,15,5,0,0,0,6.2,52.2,2.2,1.7,11.0,11.0,11.0
140000175,Mike,Grundy,,Featherweight,1987-01-03T00:00:00,67.0,146.0,72.0,12,3,0,0,1,0,8,1,0,0,0,2.3,47.8,4.0,0.4,7.0,7.0,0.0
140000700,Marcin,Prachnio,,Light Heavyweight,1988-07-14T00:00:00,75.0,205.0,74.0,15,5,0,0,1,0,0,0,0,0,0,0.5,14.8,0.0,0.0,0.4,0.4,0.4
140000261,Nikita,Krylov,The Miner,Light Heavyweight,1992-03-07T00:00:00,75.0,205.0,77.5,27,8,0,0,12,1,18,7,1,0,0,6.0,79.9,1.9,1.9,10.1,10.1,3.9
140000919,Zhalgas,Zhumagulov,Zhako,Flyweight,1988-08-29T00:00:00,64.0,125.0,66.5,14,5,0,0,12,2,4,0,4,0,0,8.7,75.3,2.9,1.0,0.0,0.0,0.0
140000142,Robbie,Lawler,Ruthless,Welterweight,1982-03-20T00:00:00,71.0,184.0,74.0,29,15,0,0,23,2,1,7,5,5,0,4.6,57.2,0.8,0.0,32.2,32.2,17.4
140000401,Tony,Ferguson,El Cucuy,Lightweight,1984-02-12T00:00:00,71.0,156.0,76.5,26,6,0,0,19,2,14,2,5,2,0,12.5,75.2,1.0,2.7,14.6,14.6,19.5
140000358,Charles,Jourdain,Air,Featherweight,1995-11-27T00:00:00,69.0,145.0,69.0,11,4,1,0,1,0,0,0,0,0,0,0.7,18.0,0.0,0.1,1.6,1.6,0.0
140000577,Impa,Kasanganay,Tshilobo,Middleweight,1994-01-17T00:00:00,71.0,170.0,75.0,9,2,0,0,0,1,1,0,0,0,0,1.7,31.0,0.6,0.1,0.0,0.0,15.9
140000231,Enrique,Barzola,El Fuerte,Featherweight,1989-04-28T00:00:00,67.0,135.0,70.0,17,5,2,0,2,0,1,0,0,0,0,1.4,24.7,1.5,0.1,0.0,0.0,14.8
140000897,Jai,Herbert,Black Country Banger,Lightweight,1988-05-13T00:00:00,73.0,155.0,77.0,11,3,0,0,15,6,3,3,6,3,0,6.4,78.1,0.0,0.0,12.2,12.2,0.0
140000396,Calvin,Kattar,The Boston Finisher,Featherweight,1988-03-26T00:00:00,71.0,145.0,72.0,22,5,0,0,4,0,1,0,0,0,0,2.0,28.2,0.1,0.0,5.9,5.9,3.0
140000475,Kevin,Syler,El Nino Bala,Lightweight,1993-07-29T00:00:00,69.0,155.0,71.5,10,1,0,0,1,0,4,0,0,0,0,3.5,55.2,0.6,1.3,0.0,0.0,0.0
140000359,Aspen,Ladd,,Women's Bantamweight,1995-03-01T00:00:00,66.0,145.0,66.0,9,2,0,0,6,1,1,0,0,0,0,3.6,58.3,1.5,0.7,27.3,27.3,9.1
140000290,Dhiego,Lima,,Welterweight,1989-01-31T00:00:00,74.0,171.0,75.0,17,9,0,0,4,5,5,1,1,3,0,3.4,45.5,1.4,0.7,4.2,4.2,12.1
140000970,Cory,McKenna,The Hobbit,Women's Strawweight,1999-11-07T00:00:00,63.0,115.0,58.0,6,1,0,0,4,0,2,0,0,0,0,6.6,84.2,0.9,0.0,0.0,0.0,39.3
140000649,Bobby,Green,King,Lightweight,1986-09-09T00:00:00,70.0,155.0,71.0,28,12,1,0,11,3,11,3,0,0,0,8.5,68.3,2.2,0.5,7.5,7.5,24.2
140000333,Viviane,Araujo,Vivi,Women's Flyweight,1986-11-21T00:00:00,64.0,126.0,68.0,10,3,0,0,0,0,0,0,0,0,0,0.3,13.6,0.1,0.0,0.5,0.5,1.6
140000536,Oskar,Piechota,Imadlo,Welterweight,1990-01-24T00:00:00,72.0,185.0,76.0,11,3,1,1,2,0,2,1,0,0,0,1.2,36.1,0.2,0.6,2.3,2.3,2.3
140000130,Edmen,Shahbazyan,The Golden Boy,Middleweight,1997-11-20T00:00:00,74.0,185.0,74.0,11,3,0,0,2,0,0,0,0,0,0,0.7,25.3,0.6,0.1,10.3,10.3,1.7
140000891,Norma,Dumont,The Immortal,Women's Featherweight,1990-10-01T00:00:00,67.0,145.0,67.0,7,1,0,0,0,1,2,0,0,0,0,3.9,52.2,1.4,0.0,0.0,0.0,33.2
140001013,Jose,Johnson,Lobo Solitario,Bantamweight,1995-05-25T00:00:00,72.0,135.0,72.0,12,7,0,0,12,3,6,9,0,3,0,2.9,79.4,0.0,0.0,0.0,0.0,0.0
140001062,Jared,Vanderaa,The Mountain,Heavyweight,1992-05-12T00:00:00,76.0,265.0,80.0,12,6,0,0,1,0,0,0,0,0,0,0.4,16.0,0.0,0.0,0.5,0.5,0.5
140000147,Anthony,Smith,Lionheart,Light Heavyweight,1988-07-26T00:00:00,76.0,205.0,76.0,36,16,0,0,10,3,4,1,1,0,0,0.9,27.6,0.1,0.2,3.4,3.4,0.6
140001005,Carlton,Minus,Clutch,Lightweight,1993-04-26T00:00:00,70.0,159.0,75.0,10,3,0,1,1,0,0,0,0,0,0,0.9,19.9,0.0,0.0,0.0,0.0,0.0
140000987,Cheyanne,Buys,The Warrior Princess,Women's Strawweight,1995-06-25T00:00:00,63.0,116.0,63.0,6,2,0,0,2,0,0,0,0,0,0,3.5,50.6,0.4,0.0,11.2,11.2,11.2
140000320,Sarah,Moras,Cheesecake,Women's Bantamweight,1988-04-30T00:00:00,67.0,135.0,67.0,6,8,0,0,6,2,4,2,0,0,0,4.8,49.9,1.4,1.7,10.4,10.4,10.4
140000643,Corey,Anderson,Overtime,Light Heavyweight,1989-09-22T00:00:00,75.0,204.0,79.0,17,5,0,0,13,10,0,0,3,0,0,11.1,86.9,12.3,0.0,25.0,25.0,58.4
140000402,Valentina,Shevchenko,Bullet,Women's Flyweight,1988-03-07T00:00:00,65.0,124.0,66.5,22,3,0,0,13,3,12,0,12,3,0,9.0,112.8,7.3,1.0,26.8,26.8,33.5
140000654,Jessica-Rose,Clark,Jessy Jess,Women's Flyweight,1987-11-28T00:00:00,65.0,135.0,64.0,11,6,0,1,0,0,0,0,0,0,0,0.6,22.2,0.3,0.1,0.8,0.8,2.5
140000034,Jairzinho,Rozenstruik,Bigi Boy,Heavyweight,1988-03-17T00:00:00,74.0,257.0,78.0,12,3,0,0,2,0,0,0,0,0,0,0.4,19.2,0.0,0.0,14.9,14.9,0.0
140001066,Pauline,Macias,Pita,Women's Strawweight,1988-06-27T00:00:00,64.0,115.0,64.0,4,2,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0
140000741,Sean,Strickland,Tarzan,Middleweight,1991-02-27T00:00:00,73.0,185.0,76.0,24,3,0,0,1,0,0,0,0,0,0,0.5,12.3,0.1,0.0,0.9,0.9,2.2
140000457,Joe,Solecki,,Lightweight,1993-08-27T00:00:00,69.0,155.0,70.5,11,3,0,0,0,0,3,0,0,0,0,1.0,45.4,1.1,0.2,0.0,0.0,5.4
140000424,Miles,Johns,Chapo,Bantamweight,1994-03-30T00:00:00,67.0,136.0,66.0,12,1,0,0,3,1,2,0,1,0,0,3.4,54.4,0.8,0.0,14.1,14.1,14.1
140000896,Austin,Lingo,Lights Out,Featherweight,1994-07-10T00:00:00,70.0,145.0,70.0,9,1,0,0,4,0,3,0,0,0,0,5.3,51.2,0.9,0.0,0.0,0.0,23.0
140000126,Polyana,Viana,Dama de Ferro,Women's Strawweight,1992-06-14T00:00:00,65.0,116.0,67.0,12,4,0,0,1,0,3,0,0,0,0,1.3,24.7,0.4,1.2,0.0,0.0,0.0
140000973,Brady,Huang,The Kung Fu Warrior,Featherweight,1992-12-16T00:00:00,69.0,135.0,69.0,11,2,0,0,8,3,6,0,0,0,0,6.5,44.5,0.0,0.0,0.0,0.0,0.0
140000928,Miranda,Maverick,Fear The,Women's Flyweight,1997-07-01T00:00:00,63.0,125.0,65.5,11,3,0,0,0,0,0,0,0,0,0,0.4,14.2,0.1,0.0,0.0,0.0,0.5
140001063,Luis,Saldana,,Featherweight,1991-01-27T00:00:00,71.0,146.0,73.0,15,7,0,0,4,1,4,1,0,0,0,2.8,39.7,0.0,0.2,2.7,2.7,2.7
140000319,Vince,Morales,Vandetta,Bantamweight,1990-11-12T00:00:00,67.0,136.0,70.0,10,5,0,0,6,1,3,3,0,0,0,5.7,46.0,0.3,0.0,0.0,0.0,15.1
140000016,Karl,Roberson,Baby K,Middleweight,1990-10-04T00:00:00,73.0,185.0,74.0,9,4,0,0,5,0,11,11,0,0,0,7.7,100.1,2.5,1.9,12.6,12.6,25.3
140000324,Serghei,Spivac,Polar Bear,Heavyweight,1995-01-24T00:00:00,75.0,239.0,78.0,13,3,0,0,2,1,3,0,0,0,0,1.8,43.5,1.3,0.1,3.0,3.0,6.1
140000154,Maurice,Greene,The Crochet Boss,Heavyweight,1986-07-05T00:00:00,79.0,237.0,80.0,9,7,0,0,5,5,13,5,0,3,0,8.4,83.9,0.0,1.1,10.0,10.0,10.0
140000638,Tanner,Boser,The Bulldozer,Heavyweight,1991-08-02T00:00:00,74.0,240.0,75.5,20,8,1,0,6,1,1,0,0,0,0,2.1,38.3,0.0,0.0,5.2,5.2,1.7
140000213,Luis,Pena,Violent Bob Ross,Lightweight,1993-07-05T00:00:00,75.0,155.0,75.0,9,3,0,0,0,0,0,0,0,0,0,0.3,14.4,0.1,0.1,0.7,0.7,2.1
140000446,Amanda,Nunes,The Lioness,Women's Bantamweight,1988-05-30T00:00:00,68.0,135.0,69.0,21,4,0,0,19,4,9,2,13,0,2,9.6,83.7,5.4,1.8,46.8,46.8,23.4
140000384,Christos,Giagos,The Spartan,Lightweight,1990-01-23T00:00:00,70.0,155.0,71.5,19,9,0,0,7,2,4,4,1,0,0,3.1,51.8,3.5,0.5,0.0,0.0,11.1
140000957,Louis,Cosce,,Welterweight,1995-08-27T00:00:00,69.0,170.0,71.0,7,1,0,0,1,0,1,0,0,0,0,2.2,25.1,0.3,0.0,0.0,0.0,0.0
140001015,Melsik,Baghdasaryan,The Gun,Featherweight,1992-01-28T00:00:00,69.0,145.0,70.0,7,1,0,0,8,0,0,2,0,0,0,9.8,81.3,0.0,0.0,16.0,16.0,32.0
140000078,Luke,Sanders,Cool Hand,Bantamweight,1985-12-12T00:00:00,66.0,145.0,67.0,13,5,0,0,11,2,5,7,5,0,0,10.1,86.3,1.7,0.6,17.0,17.0,13.1
140000242,Michael,Johnson,The Menace,Lightweight,1986-06-04T00:00:00,70.0,155.0,73.5,20,17,0,0,13,5,5,15,0,3,0,11.5,65.5,1.3,0.1,17.9,17.9,31.3
140000582,Alateng,Heili,The Mongolian Knight,Bantamweight,1991-12-14T00:00:00,65.0,136.0,66.0,14,8,2,0,10,8,8,3,0,0,0,7.1,59.9,4.5,0.0,0.0,0.0,13.4
140000921,Justin,Jaynes,The Guitar Hero,Lightweight,1989-08-10T00:00:00,67.0,145.0,68.0,16,8,0,0,1,0,1,0,0,0,0,0.6,19.2,0.1,0.2,0.7,0.7,0.0
140000508,Daniel,Rodriguez,D-Rod,Welterweight,1986-12-31T00:00:00,73.0,171.0,74.0,16,2,0,0,11,0,6,0,0,0,0,11.6,62.0,1.2,0.2,13.3,13.3,26.6
140000245,Jack,Hermansson,The Joker,Middleweight,1988-06-10T00:00:00,73.0,186.0,77.0,22,6,0,0,3,1,2,1,1,0,0,1.4,28.9,0.6,0.2,3.0,3.0,3.0
140000468,Wellington,Turman,The Prodigy,Middleweight,1996-07-22T00:00:00,72.0,185.0,72.0,17,5,0,0,9,4,10,0,0,0,0,6.7,79.1,4.9,1.2,0.0,0.0,13.5
140000014,Alexander,Hernandez,The Great,Lightweight,1992-10-01T00:00:00,69.0,155.0,72.0,13,4,0,0,1,0,0,0,0,0,0,0.7,18.2,0.3,0.0,3.4,3.4,2.3
140000923,Roman,Dolidze,,Light Heavyweight,1988-07-15T00:00:00,74.0,185.0,76.0,9,1,0,0,1,0,1,0,0,0,0,0.7,33.3,0.8,0.4,2.9,2.9,10.8
140000471,Germaine,de Randamie,The Iron Lady,Women's Bantamweight,1984-04-24T00:00:00,69.0,135.0,71.0,10,4,0,0,4,1,1,1,1,1,0,2.6,58.5,0.0,0.4,27.9,27.9,27.9
140000771,Austin,Springer,,Featherweight,1987-05-12T00:00:00,68.0,151.0,71.0,12,4,0,0,8,1,2,2,0,0,0,4.1,61.9,3.9,1.0,0.0,0.0,0.0
140000012,Ariane,Lipski,Queen of Violence,Women's Flyweight,1994-01-26T00:00:00,66.0,126.0,67.0,14,7,0,0,2,1,1,0,1,0,0,0.9,25.2,0.0,0.1,0.0,0.0,2.5
140000298,Andrei,Arlovski,The Pitbull,Heavyweight,1979-02-04T00:00:00,75.0,245.0,77.0,32,20,0,2,24,16,6,4,8,4,0,7.4,70.5,0.9,0.5,29.0,29.0,26.4
140000948,Kenneth,Cross,The Boss,Lightweight,1994-10-04T00:00:00,72.0,155.0,72.0,12,3,0,0,12,0,12,9,0,0,0,6.4,98.7,2.9,0.0,0.0,0.0,0.0
140000617,Giga,Chikadze,,Featherweight,1988-08-25T00:00:00,72.0,145.0,74.0,14,2,0,0,10,0,2,1,0,0,0,4.6,51.9,0.4,0.4,20.7,20.7,27.6
140000176,Molly,McCann,Meatball,Women's Flyweight,1990-05-04T00:00:00,64.0,125.0,62.0,11,4,0,0,8,0,0,2,2,0,0,11.7,75.8,3.5,1.3,0.0,0.0,38.4
140000712,Brian,Ortega,T-City,Featherweight,1991-02-21T00:00:00,68.0,144.0,69.0,15,2,0,1,1,0,2,0,0,0,0,1.0,19.3,0.2,0.3,4.0,4.0,1.3
140000978,Vince,Cachero,The Anomaly,Featherweight,1989-11-07T00:00:00,66.0,135.0,68.0,7,4,0,0,2,2,2,0,0,1,0,2.8,51.9,0.0,0.5,0.0,0.0,0.0
140000952,Uros,Medic,The Doctor,Lightweight,1993-04-25T00:00:00,73.0,156.0,71.0,7,1,0,0,13,0,5,3,0,0,0,16.9,123.4,0.0,0.0,40.2,40.2,0.0
140000562,Mallory,Martin,,Women's Strawweight,1994-01-29T00:00:00,64.0,115.0,63.0,7,4,0,0,1,0,1,1,0,0,0,1.3,34.5,1.1,0.2,0.0,0.0,0.0
140000045,Charles,Oliveira,do Bronx,Lightweight,1989-10-17T00:00:00,70.0,155.0,74.0,31,8,0,1,1,0,2,0,0,0,0,0.4,20.9,0.3,0.3,0.9,0.9,0.6
140001070,Taylor,Moore,,Bantamweight,1993-10-16T00:00:00,70.0,135.0,70.0,10,5,0,0,1,0,0,0,0,0,0,,,,,0.0,0.0,0.0
140000711,Sean,O'Malley,Sugar,Bantamweight,1994-10-24T00:00:00,71.0,135.0,72.0,14,1,0,0,8,1,1,0,0,0,0,6.2,54.7,0.5,0.5,29.0,29.0,11.6
140000679,Douglas,Silva de Andrade,D'Silva,Featherweight,1985-06-22T00:00:00,67.0,135.0,68.5,27,4,0,1,4,0,0,0,0,0,0,0.8,18.9,0.1,0.0,1.3,1.3,2.0
140000905,Umar,Nurmagomedov,,Bantamweight,1996-03-01T00:00:00,68.0,136.0,69.0,13,0,0,0,0,0,1,0,0,0,0,0.3,18.8,0.8,0.2,0.0,0.0,0.0
140000169,Niko,Price,The Hybrid,Welterweight,1989-09-29T00:00:00,72.0,170.0,76.0,15,5,0,2,1,0,0,0,0,0,0,0.6,16.4,0.1,0.1,2.1,2.1,0.5
140000352,Zak,Cummings,,Middleweight,1984-08-02T00:00:00,72.0,185.0,75.0,24,7,0,0,3,0,7,1,0,1,0,1.4,28.5,0.4,0.4,1.7,1.7,7.0
140000017,Paige,VanZant,12 Gauge,Women's Flyweight,1994-03-26T00:00:00,64.0,125.0,65.0,8,5,0,0,3,0,4,4,0,0,0,5.0,63.4,1.9,1.4,18.7,18.7,11.4
140000305,Ion,Cutelaba,The Hulk,Light Heavyweight,1993-12-14T00:00:00,73.0,205.0,75.0,16,6,1,1,1,0,0,0,0,0,0,0.4,13.7,0.4,0.0,1.1,1.1,0.7
140000179,Danny,Henry,The Hatchet,Featherweight,1988-07-17T00:00:00,72.0,145.0,73.0,12,4,0,0,6,0,6,3,0,0,0,6.6,58.4,0.9,2.8,0.0,0.0,7.9
140000131,Diego,Sanchez,Nightmare,Welterweight,1981-12-31T00:00:00,70.0,170.0,72.0,31,13,0,0,8,3,5,0,1,1,0,2.1,39.6,1.2,0.6,12.0,12.0,26.0
140000819,Mauricio,Rua,Shogun,Light Heavyweight,1981-11-25T00:00:00,73.0,205.0,76.0,27,12,1,0,32,14,2,7,5,5,0,8.4,93.2,5.0,1.8,80.5,80.5,19.2
140000374,Bea,Malecki,Bad News Barbie,Women's Bantamweight,1991-08-23T00:00:00,69.0,135.0,74.0,4,1,0,0,2,2,4,0,0,0,0,12.4,70.0,0.0,2.0,0.0,0.0,26.9
140000842,Mayra,Bueno Silva,Sheetara,Women's Flyweight,1991-08-22T00:00:00,66.0,125.0,66.5,7,2,1,0,0,0,1,0,0,0,0,0.9,30.9,0.0,0.3,0.0,0.0,0.0
140000620,Nicolas,Dalby,Danish Dynamite,Welterweight,1984-11-16T00:00:00,71.0,170.0,74.5,19,4,1,2,7,0,4,0,3,0,1,3.6,49.1,1.4,0.0,0.0,0.0,12.1
140000427,Kyle,Daukaus,,Middleweight,1993-02-27T00:00:00,75.0,185.0,76.0,10,2,0,1,0,0,11,0,2,0,0,5.6,88.1,3.3,3.3,0.0,0.0,20.4
140000262,Alan,Jouban,Brahma,Welterweight,1981-11-25T00:00:00,72.0,170.0,73.5,17,7,0,0,17,8,0,3,0,3,0,14.3,82.9,1.3,0.7,26.5,26.5,26.5
140000421,Chan Sung,Jung,The Korean Zombie,Featherweight,1987-03-17T00:00:00,67.0,146.0,72.0,17,6,0,0,16,8,13,0,0,3,0,10.7,81.4,2.2,1.9,28.3,28.3,11.5
140000211,Maycee,Barber,The Future,Women's Flyweight,1998-05-18T00:00:00,65.0,125.0,65.0,9,2,0,0,2,0,1,0,0,0,0,2.0,34.1,0.6,0.1,24.0,24.0,4.0
140000628,Jake,Matthews,The Celtic Kid,Welterweight,1994-08-19T00:00:00,71.0,169.0,73.0,17,5,0,0,8,2,14,6,0,0,0,6.1,77.6,3.9,1.2,0.0,0.0,32.4
140000394,Yan,Xiaonan,Nine,Women's Strawweight,1989-06-16T00:00:00,65.0,116.0,63.0,13,2,0,1,0,0,0,0,0,0,0,0.6,15.1,0.1,0.0,0.0,0.0,11.8
140000449,Jonathan,Pearce,JSP,Lightweight,1992-05-01T00:00:00,72.0,145.0,71.0,11,4,0,0,11,2,4,4,0,0,0,13.9,89.9,10.3,2.0,19.1,19.1,0.0
140000559,Daniel,Cormier,DC,Heavyweight,1979-03-20T00:00:00,71.0,236.0,72.5,22,3,0,1,7,1,3,0,5,2,1,2.8,51.7,1.2,0.3,25.0,25.0,21.8
140000056,Jalin,Turner,The Tarantula,Lightweight,1995-05-18T00:00:00,75.0,156.0,77.0,11,5,0,0,12,7,7,0,0,0,0,14.1,77.8,2.2,4.4,18.8,18.8,0.0
140000125,Hannah,Cifers,Shockwave,Women's Strawweight,1992-06-26T00:00:00,61.0,117.0,62.0,10,7,0,0,14,6,0,11,0,0,0,14.0,87.8,0.7,0.7,0.0,0.0,19.7
140001056,Carlos,Ulberg,Black Jag,Light Heavyweight,1990-11-17T00:00:00,76.0,205.0,77.0,5,1,0,0,4,1,1,0,0,0,0,17.3,71.9,0.0,0.0,19.1,19.1,0.0
